round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,300,260,100,60,260,260,320,
2,340,280,40,40,320,280,0,
3,380,300,20,0,0,300,0,
4,400,0,0,0,0,340,0,
