T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
1.00,0.10,0,0,0,0,0,0,
2.00,0.10,0,0,0,0,0,0,
3.00,0.10,0,0,0,0,0,0,
4.00,0.10,0,0,0,0,0,0,
5.00,0.10,0,0,0,0,0,0,
6.00,0.10,32,230,32,230,30,30,
7.00,0.10,360,5763,360,5763,357,357,
8.00,0.10,951,26606,926,26606,2310,3625,
9.00,0.10,1061,48832,1061,48832,3780,3780,
10.00,0.10,1033,76954,1033,76954,3780,3780,
