T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
1.00,0.10,0,0,0,0,0,0,
2.00,0.10,0,0,0,0,0,0,
3.00,0.10,0,0,0,0,0,0,
4.00,0.10,0,0,0,0,0,0,
5.00,0.10,0,0,0,0,0,0,
6.00,0.10,3.3,2.3,3.3,2.3,442.239,147.413,
7.00,0.10,10.2,11.3,10.2,11.3,2817,939.001,
8.00,0.10,28.7,25.1,27.8,25.1,10956.3,4017.32,
9.00,0.10,50.1,44.8,50.2,44.8,29799.6,9933.19,
10.00,0.10,76.8,70.6,76.8,70.6,81020.8,27006.9,
