round,IC-TE,IC-JSG,II-TE,II-JSG,DISCRETE,
0,11,13,23,30,13,
1,49,30,15,6,32,
2,60,39,19,2,36,
3,81,43,7,0,47,
4,88,44,3,0,48,
5,89,48,0,0,0,
6,0,52,0,0,0,
7,0,63,0,0,0,
8,0,65,0,0,0,
