round,IC-TE,IC-JSG,II-TE,II-JSG,DISCRETE,
0,20,14,26,25,35,
1,36,42,22,19,44,
2,53,49,15,7,54,
3,61,50,45,2,56,
4,65,51,19,0,0,
5,0,52,4,0,0,
6,0,0,12,0,0,
7,0,0,4,0,0,
8,0,0,10,0,0,
9,0,0,4,0,0,
