round,IC-TE,IC-JSG,II-TE,II-JSG,DISCRETE,
0,20,20,24,23,17,
1,35,35,10,8,42,
2,44,42,19,4,60,
3,53,43,9,4,64,
4,58,60,6,0,0,
5,64,61,2,0,0,
6,70,63,5,0,0,
7,86,69,0,0,0,
8,0,70,0,0,0,
