T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
2500.00,0.10,650,550,1600,1300,600,550,
3025.00,0.10,660,605,1155,770,550,605,
3600.00,0.10,960,600,2220,1260,600,600,
4225.00,0.10,910,650,2600,1235,650,650,
4900.00,0.10,910,840,2240,1120,700,770,
5625.00,0.10,1050,825,1800,1200,750,750,
6400.00,0.10,1200,800,1760,2080,800,800,
7225.00,0.10,1445,850,2125,1955,935,935,
8100.00,0.10,1080,900,1980,1800,900,900,
9025.00,0.10,1235,950,1900,1615,950,950,
10000.00,0.10,1000,1100,3000,2100,1000,1000,
