round,IC-TE,IC-JSG,II-TE,II-JSG,DISCRETE,
0,22,22,25,17,19,
1,53,64,37,25,101,
2,97,89,58,25,128,
3,134,123,35,37,162,
4,155,185,58,29,218,
5,208,269,27,34,239,
6,259,299,37,59,257,
7,272,327,14,24,279,
8,282,351,15,15,310,
9,295,374,4,7,321,
10,300,398,1,11,322,
11,304,423,0,5,331,
12,0,431,0,2,357,
13,0,451,0,5,365,
14,0,452,0,3,378,
15,0,0,0,3,401,
16,0,0,0,1,406,
17,0,0,0,1,408,
18,0,0,0,1,420,
19,0,0,0,1,427,
20,0,0,0,0,429,
