round,IC-TE,IC-JSG,II-TE,II-JSG,DISCRETE,
0,15,21,21,25,22,
1,43,66,33,68,70,
2,97,97,36,27,135,
3,127,123,39,51,167,
4,187,156,73,68,185,
5,232,182,59,28,218,
6,253,213,31,33,225,
7,263,239,18,8,237,
8,272,264,7,4,241,
9,287,285,11,4,254,
10,290,294,7,9,283,
11,0,296,0,4,289,
12,0,298,0,0,300,
13,0,299,0,0,0,
14,0,306,0,0,0,
15,0,320,0,0,0,
16,0,323,0,0,0,
