round,IC-TE,IC-JSG,II-TE,II-JSG,DISCRETE,
0,19,20,19,16,17,
1,65,59,49,30,57,
2,127,94,32,48,100,
3,162,131,40,40,114,
4,243,147,62,43,135,
5,282,179,50,25,179,
6,298,214,31,25,219,
7,300,225,23,22,223,
8,0,244,8,4,225,
9,0,247,8,7,231,
10,0,258,2,3,244,
11,0,264,1,7,256,
12,0,279,0,1,262,
13,0,298,0,1,265,
14,0,318,0,0,270,
15,0,321,0,0,275,
16,0,328,0,0,0,
17,0,335,0,0,0,
