round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,380,380,180,180,340,360,
2,560,560,180,180,420,480,
3,740,740,180,180,520,620,
4,920,920,180,180,600,700,
5,1100,1100,180,180,640,860,
6,1260,1260,180,180,680,0,
7,1420,1420,160,177,740,0,
8,1572,1580,124,147,820,0,
9,1727,1720,100,103,880,0,
10,1857,1880,68,81,940,0,
11,1937,2020,40,40,960,0,
12,2017,2141,32,40,980,0,
13,2117,2241,20,40,1000,0,
14,2177,2321,0,22,0,0,
15,2237,2427,0,0,0,0,
16,2278,2507,0,0,0,0,
17,2320,2567,0,0,0,0,
18,2383,2647,0,0,0,0,
19,2392,2708,0,0,0,0,
20,2404,2763,0,0,0,0,
21,0,2803,0,0,0,0,
22,0,2845,0,0,0,0,
23,0,2876,0,0,0,0,
24,0,2913,0,0,0,0,
25,0,2953,0,0,0,0,
26,0,3033,0,0,0,0,
27,0,3046,0,0,0,0,
28,0,3052,0,0,0,0,
29,0,3081,0,0,0,0,
30,0,3101,0,0,0,0,
31,0,3107,0,0,0,0,
