round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,380,380,180,180,340,360,
2,560,560,180,180,440,480,
3,740,740,180,180,500,620,
4,920,920,180,180,580,740,
5,1080,1100,180,160,640,860,
6,1220,1240,180,160,700,980,
7,1360,1380,140,160,720,1140,
8,1520,1520,124,140,800,1220,
9,1660,1660,80,125,860,1240,
10,1820,1760,75,80,920,0,
11,2000,1880,40,60,960,0,
12,2160,2000,40,22,1040,0,
13,2260,2140,0,20,1120,0,
14,2400,2229,0,0,1180,0,
15,2500,2291,0,0,1260,0,
16,2540,2314,0,0,0,0,
17,2620,2414,0,0,0,0,
18,2700,2434,0,0,0,0,
19,2780,2446,0,0,0,0,
20,2813,0,0,0,0,0,
21,2893,0,0,0,0,0,
22,2913,0,0,0,0,0,
23,2973,0,0,0,0,0,
