round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,360,380,160,180,340,360,
2,540,560,140,160,420,480,
3,700,740,140,160,520,600,
4,820,880,140,160,600,680,
5,960,1020,120,140,660,740,
6,1060,1160,120,140,700,800,
7,1200,1280,120,140,820,840,
8,1280,1400,100,140,860,880,
9,1380,1540,100,140,880,900,
10,1500,1640,80,140,900,940,
11,1580,1700,80,100,920,980,
12,1680,1740,60,40,940,0,
13,1780,1800,40,0,0,0,
14,1800,1900,20,0,0,0,
15,1860,1980,20,0,0,0,
16,1900,2100,20,0,0,0,
17,1920,2160,20,0,0,0,
18,1960,2220,20,0,0,0,
19,2000,0,0,0,0,0,
20,2020,0,0,0,0,0,
