round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,380,380,180,180,340,360,
2,560,560,180,180,440,520,
3,740,740,180,180,520,680,
4,900,900,180,180,600,800,
5,1060,1060,160,180,620,920,
6,1220,1220,160,160,660,1000,
7,1380,1380,160,160,720,1140,
8,1520,1540,140,123,780,1280,
9,1660,1660,120,100,800,1360,
10,1800,1780,100,100,940,1400,
11,1880,1860,100,43,0,1480,
12,1960,1940,60,21,0,1520,
13,2080,1980,13,16,0,1640,
14,2160,2060,0,0,0,1660,
15,2260,2140,0,0,0,1740,
16,2320,2180,0,0,0,0,
17,2360,2200,0,0,0,0,
18,2380,2240,0,0,0,0,
19,2400,0,0,0,0,0,
20,2440,0,0,0,0,0,
21,2460,0,0,0,0,0,
22,2500,0,0,0,0,0,
23,2520,0,0,0,0,0,
