round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,380,380,180,180,340,360,
2,560,560,180,180,420,480,
3,740,740,180,180,520,620,
4,920,920,180,180,600,720,
5,1100,1100,180,180,640,820,
6,1260,1260,180,180,680,900,
7,1420,1420,160,180,740,980,
8,1520,1580,114,122,760,1100,
9,1620,1740,74,101,780,1140,
10,1721,1880,60,61,820,1220,
11,1822,2040,41,52,880,0,
12,1877,2163,40,40,920,0,
13,1931,2283,40,40,0,0,
14,1978,2423,3,22,0,0,
15,2067,2523,0,20,0,0,
16,2103,2623,0,10,0,0,
17,2134,2723,0,0,0,0,
18,2138,2823,0,0,0,0,
19,0,2943,0,0,0,0,
20,0,3017,0,0,0,0,
21,0,3057,0,0,0,0,
22,0,3105,0,0,0,0,
23,0,3152,0,0,0,0,
24,0,3212,0,0,0,0,
25,0,3272,0,0,0,0,
26,0,3348,0,0,0,0,
27,0,3388,0,0,0,0,
28,0,3448,0,0,0,0,
29,0,3491,0,0,0,0,
30,0,3546,0,0,0,0,
31,0,3590,0,0,0,0,
32,0,3630,0,0,0,0,
33,0,3650,0,0,0,0,
34,0,3730,0,0,0,0,
35,0,3733,0,0,0,0,
36,0,3753,0,0,0,0,
