T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
10000.00,0.02,1100,1000,2200,1800,1100,1100,
10000.00,0.04,1500,1400,3400,2400,1000,1200,
10000.00,0.06,1200,1100,2300,2400,1000,1300,
10000.00,0.08,1500,1100,2600,1400,1000,1000,
10000.00,0.10,1800,1100,2600,2000,1000,1100,
10000.00,0.12,1500,1000,2300,3100,1000,1000,
10000.00,0.14,1200,1000,2600,2000,1200,1300,
10000.00,0.16,1400,1000,2500,1300,1000,1300,
10000.00,0.18,1300,1100,2500,2100,1000,1000,
10000.00,0.20,1300,1000,2600,2900,1100,1200,
