T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
50.00,0.02,10231,2840,3443,1636,6357,4014,
50.00,0.04,7025,4644,6166,1188,6621,3571,
50.00,0.06,9038,2137,4310,776,4075,6781,
50.00,0.08,12060,7726,2725,954,8438,3205,
50.00,0.10,5433,1943,4062,874,4734,4316,
50.00,0.12,8217,2592,3545,505,4590,2729,
50.00,0.14,7031,3040,3536,1255,3212,3023,
50.00,0.16,7904,2481,3654,793,5549,8287,
50.00,0.18,12563,3418,2899,1037,5688,5637,
50.00,0.20,10386,2867,3949,870,8719,3032,
