round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,17,17,14,20,19,20,26,
1,38,38,19,14,38,44,39,
2,54,46,11,51,52,46,59,
3,64,59,26,30,56,54,73,
4,70,75,5,20,78,60,0,
5,72,89,12,10,93,69,0,
6,87,91,0,0,94,70,0,
7,97,101,0,0,0,78,0,
8,100,0,0,0,0,0,0,
9,103,0,0,0,0,0,0,
10,106,0,0,0,0,0,0,
