round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,17,18,18,18,14,40,18,
1,45,36,32,18,33,52,33,
2,64,53,19,18,35,60,47,
3,90,60,22,17,50,71,64,
4,96,69,12,5,0,72,68,
5,99,79,2,9,0,85,0,
6,102,94,5,13,0,0,0,
7,104,95,2,0,0,0,0,
8,106,0,1,0,0,0,0,
9,108,0,7,0,0,0,0,
