round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,18,23,21,15,15,17,22,
1,36,35,27,32,35,37,50,
2,70,44,25,27,63,76,54,
3,106,0,21,32,78,79,73,
4,108,0,30,0,90,103,75,
5,115,0,16,0,97,0,0,
