round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,19,24,17,18,26,16,20,
1,34,42,19,21,36,60,54,
2,52,59,23,23,59,61,66,
3,63,88,25,33,76,85,69,
4,85,0,51,0,81,86,76,
5,95,0,24,0,102,99,77,
6,101,0,5,0,0,108,0,
7,116,0,4,0,0,121,0,
8,129,0,13,0,0,130,0,
9,137,0,5,0,0,0,0,
10,142,0,5,0,0,0,0,
11,173,0,0,0,0,0,0,
12,183,0,0,0,0,0,0,
13,184,0,0,0,0,0,0,
14,186,0,0,0,0,0,0,
