round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,20,23,18,20,18,23,14,
1,52,36,17,22,40,40,24,
2,62,58,21,18,48,71,41,
3,80,100,30,25,51,81,71,
4,84,103,18,17,60,85,0,
5,86,109,35,13,0,0,0,
6,91,0,40,3,0,0,0,
7,122,0,20,0,0,0,0,
8,123,0,15,0,0,0,0,
9,132,0,0,0,0,0,0,
