round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,16,22,20,19,28,21,21,
1,44,35,21,16,41,42,45,
2,63,47,48,29,59,56,48,
3,99,57,11,10,78,74,76,
4,108,63,3,34,89,108,0,
5,116,72,2,36,0,115,0,
6,121,74,1,0,0,117,0,
7,134,0,1,0,0,127,0,
8,165,0,5,0,0,130,0,
9,171,0,0,0,0,0,0,
