T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
50.00,0.02,500,448.9,1950,1049.4,500,500,450,
50.00,0.04,500,547,1250,948.1,500,450,450,
50.00,0.06,500,447,1800,1346.5,500,450,450,
50.00,0.08,500,446,1499.2,1245.1,500,500,450,
50.00,0.10,550,450,1600,950,450,450,450,
50.00,0.12,550,500,1150,1193.9,450,450,450,
50.00,0.14,600,450,2050,1049.7,500,500,450,
50.00,0.16,550,449.5,1529.4,1199.1,450,450,450,
50.00,0.18,600,540.8,2096.8,890.5,500,450,450,
50.00,0.20,600,450,1250,1239.2,450,450,450,
