round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,15,20,13,14,16,19,24,
1,46,35,18,29,34,52,46,
2,66,62,40,19,58,66,59,
3,74,67,30,21,66,109,0,
4,79,95,13,10,67,110,0,
5,97,0,24,3,0,111,0,
6,119,0,20,0,0,112,0,
7,123,0,11,0,0,0,0,
8,0,0,3,0,0,0,0,
9,0,0,12,0,0,0,0,
