round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,18,18,27,26,17,22,36,
1,37,40,49,9,44,34,58,
2,62,70,12,13,49,39,61,
3,80,72,9,29,62,49,97,
4,85,84,19,0,71,50,0,
5,86,0,28,0,74,63,0,
6,90,0,12,0,0,0,0,
7,107,0,16,0,0,0,0,
8,113,0,11,0,0,0,0,
9,0,0,7,0,0,0,0,
10,0,0,5,0,0,0,0,
