round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,17,27,17,17,48,20,18,
1,38,53,27,29,57,35,51,
2,53,60,37,18,63,55,63,
3,65,65,35,22,64,78,95,
4,75,72,11,11,70,85,0,
5,85,73,10,8,0,87,0,
6,95,0,12,0,0,91,0,
7,0,0,3,0,0,0,0,
