round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,29,16,17,19,26,18,25,
1,45,31,27,15,40,32,80,
2,66,46,26,32,60,53,85,
3,77,54,7,27,67,59,91,
4,79,67,24,4,69,74,0,
5,85,72,14,0,83,0,0,
6,93,111,25,0,84,0,0,
7,96,0,8,0,96,0,0,
8,103,0,0,0,0,0,0,
9,119,0,0,0,0,0,0,
