round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,320,220,120,40,20,320,240,
2,420,240,80,20,0,340,0,
3,0,260,20,0,0,440,0,
