round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,320,220,120,20,20,340,240,
2,420,240,80,20,0,380,0,
3,0,0,20,0,0,400,0,
