round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,320,240,120,40,20,320,240,
2,420,260,80,20,20,340,0,
3,0,0,20,0,0,0,0,
