round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,320,220,120,20,20,321,240,
2,420,0,80,0,20,341,0,
3,0,0,20,0,0,0,0,
