round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,24,32,20,44,35,23,16,
1,43,38,23,3,46,33,47,
2,69,44,18,9,50,35,54,
3,77,0,4,4,0,0,0,
4,79,0,9,0,0,0,0,
5,82,0,0,0,0,0,0,
6,90,0,0,0,0,0,0,
