round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,11,31,17,17,18,28,15,
1,31,37,31,21,27,38,33,
2,43,47,22,3,31,42,38,
3,51,52,4,0,42,48,41,
4,54,57,11,0,0,58,0,
5,59,0,0,0,0,0,0,
6,74,0,0,0,0,0,0,
