round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,27,16,23,11,25,15,20,
1,56,45,39,20,31,23,35,
2,71,52,8,14,40,33,36,
3,75,53,13,0,49,44,49,
4,80,0,3,0,0,54,51,
5,91,0,15,0,0,56,0,
6,92,0,14,0,0,0,0,
7,0,0,19,0,0,0,0,
