T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
10.00,0.10,150,108.7,240.5,199,100,100,100,
15.00,0.10,176.6,164.6,336.2,252.6,150,180,150,
20.00,0.10,260.8,239.7,422.5,320,200,200,200,
25.00,0.10,299.2,275,567.5,544.1,250,250,250,
30.00,0.10,359.8,329.4,709.8,420,330,300,300,
35.00,0.10,455,419.6,736.3,454.8,350,350,350,
40.00,0.10,534.2,399.7,1091.7,639.8,440,440,400,
45.00,0.10,628.3,450,898.7,765,540,450,450,
50.00,0.10,558.9,649.6,1299.2,550,600,550,500,
