round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,20,16,13,17,24,19,19,
1,31,31,21,11,36,28,52,
2,45,34,33,15,43,32,54,
3,57,45,18,6,0,38,0,
4,64,53,0,2,0,0,0,
5,66,54,0,0,0,0,0,
6,74,0,0,0,0,0,0,
7,78,0,0,0,0,0,0,
