T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
10.00,0.10,3133,24691,2291,2546,6015,10721,0,
15.00,0.10,10711,55720,3194,12518,3183,5477,0,
20.00,0.10,7498,188000,1741,3544,3398,5716,0,
25.00,0.10,8909,73336,2009,20361,1882,2805,0,
30.00,0.10,8964,172418,1508,13673,3488,2496,0,
35.00,0.10,2607,180763,1193,15995,2497,5792,0,
40.00,0.10,16265,183277,1877,16882,7279,8523,0,
45.00,0.10,8667,82114,908,837,8145,5759,0,
50.00,0.10,3490,287259,2027,1278,9700,8189,0,
