round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,15,19,18,16,16,17,22,
1,39,33,16,21,40,29,49,
2,54,37,19,18,41,39,60,
3,79,45,17,0,49,49,0,
4,80,47,1,0,58,50,0,
5,101,0,5,0,60,51,0,
6,107,0,1,0,0,53,0,
7,109,0,20,0,0,55,0,
8,110,0,0,0,0,0,0,
9,111,0,0,0,0,0,0,
