round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,17,15,20,23,21,33,35,
1,27,33,29,8,24,40,53,
2,42,45,34,0,26,46,54,
3,43,47,13,0,27,49,0,
4,0,0,2,0,32,62,0,
5,0,0,0,0,37,79,0,
6,0,0,0,0,49,0,0,
7,0,0,0,0,50,0,0,
8,0,0,0,0,52,0,0,
9,0,0,0,0,55,0,0,
