round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,16,19,20,23,17,22,22,
1,44,26,15,7,30,44,45,
2,47,40,9,2,44,52,47,
3,0,43,10,0,0,67,0,
