round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,30,28,27,14,21,16,19,
1,49,45,11,19,31,30,37,
2,63,78,12,4,33,34,46,
3,86,85,1,5,34,35,0,
4,88,93,1,0,48,39,0,
5,90,0,4,0,50,51,0,
6,0,0,0,0,58,0,0,
7,0,0,0,0,62,0,0,
