round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,13,33,23,23,22,17,31,
1,35,37,27,15,43,30,54,
2,42,42,45,6,51,35,63,
3,47,0,10,14,55,38,0,
4,0,0,10,0,74,50,0,
5,0,0,0,0,0,54,0,
6,0,0,0,0,0,55,0,
7,0,0,0,0,0,56,0,
8,0,0,0,0,0,62,0,
