round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,23,15,16,17,14,21,
1,54,37,17,18,48,31,
2,103,81,73,48,49,39,
3,147,109,59,41,0,55,
4,194,161,32,74,0,58,
5,257,191,59,37,0,79,
6,295,242,40,58,0,0,
7,327,302,38,29,0,0,
8,345,351,32,29,0,0,
9,379,408,16,19,0,0,
10,395,441,17,15,0,0,
11,413,468,19,15,0,0,
12,431,492,23,16,0,0,
13,455,515,11,13,0,0,
14,462,542,14,12,0,0,
15,467,553,9,15,0,0,
16,475,563,15,13,0,0,
17,483,579,19,4,0,0,
18,491,609,9,13,0,0,
19,498,619,5,6,0,0,
20,507,639,4,10,0,0,
21,515,661,8,3,0,0,
22,522,676,2,8,0,0,
23,532,685,1,4,0,0,
24,537,702,1,7,0,0,
25,539,709,0,9,0,0,
26,548,713,0,8,0,0,
27,558,724,0,5,0,0,
28,568,750,0,2,0,0,
29,575,765,0,5,0,0,
30,579,787,0,6,0,0,
31,582,795,0,0,0,0,
32,584,804,0,0,0,0,
33,589,817,0,0,0,0,
34,593,826,0,0,0,0,
35,594,830,0,0,0,0,
36,597,838,0,0,0,0,
37,602,841,0,0,0,0,
38,606,853,0,0,0,0,
39,608,860,0,0,0,0,
40,611,863,0,0,0,0,
41,614,871,0,0,0,0,
42,616,880,0,0,0,0,
43,619,891,0,0,0,0,
44,621,910,0,0,0,0,
45,622,923,0,0,0,0,
46,0,929,0,0,0,0,
47,0,935,0,0,0,0,
48,0,951,0,0,0,0,
49,0,959,0,0,0,0,
50,0,971,0,0,0,0,
51,0,980,0,0,0,0,
52,0,987,0,0,0,0,
53,0,989,0,0,0,0,
54,0,992,0,0,0,0,
55,0,994,0,0,0,0,
56,0,1001,0,0,0,0,
57,0,1012,0,0,0,0,
58,0,1014,0,0,0,0,
59,0,1017,0,0,0,0,
60,0,1023,0,0,0,0,
61,0,1027,0,0,0,0,
