round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,22,22,26,20,26,19,
1,48,53,26,29,36,45,
2,83,95,70,38,54,50,
3,123,124,120,33,57,95,
4,150,165,65,29,0,108,
5,197,192,45,45,0,109,
6,235,241,27,30,0,0,
7,260,287,14,20,0,0,
8,288,313,11,11,0,0,
9,304,319,6,19,0,0,
10,311,327,7,8,0,0,
11,316,335,5,13,0,0,
12,320,349,7,14,0,0,
13,323,361,3,6,0,0,
14,324,366,2,4,0,0,
15,328,371,5,2,0,0,
16,335,376,1,4,0,0,
17,337,384,4,3,0,0,
18,342,387,6,2,0,0,
19,346,395,2,1,0,0,
20,347,409,1,2,0,0,
21,348,424,1,3,0,0,
22,349,426,0,2,0,0,
23,350,435,0,0,0,0,
24,0,448,0,0,0,0,
25,0,452,0,0,0,0,
26,0,455,0,0,0,0,
27,0,458,0,0,0,0,
28,0,464,0,0,0,0,
29,0,465,0,0,0,0,
30,0,470,0,0,0,0,
31,0,481,0,0,0,0,
32,0,491,0,0,0,0,
33,0,492,0,0,0,0,
34,0,498,0,0,0,0,
35,0,507,0,0,0,0,
36,0,513,0,0,0,0,
37,0,519,0,0,0,0,
38,0,527,0,0,0,0,
39,0,539,0,0,0,0,
40,0,540,0,0,0,0,
41,0,544,0,0,0,0,
42,0,550,0,0,0,0,
43,0,551,0,0,0,0,
44,0,558,0,0,0,0,
45,0,560,0,0,0,0,
46,0,564,0,0,0,0,
47,0,565,0,0,0,0,
48,0,573,0,0,0,0,
49,0,578,0,0,0,0,
50,0,585,0,0,0,0,
51,0,595,0,0,0,0,
52,0,603,0,0,0,0,
53,0,610,0,0,0,0,
54,0,612,0,0,0,0,
55,0,620,0,0,0,0,
56,0,625,0,0,0,0,
57,0,627,0,0,0,0,
58,0,629,0,0,0,0,
59,0,630,0,0,0,0,
60,0,636,0,0,0,0,
61,0,638,0,0,0,0,
62,0,640,0,0,0,0,
63,0,641,0,0,0,0,
