round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,29,17,30,23,17,25,
1,83,60,29,42,33,43,
2,136,87,83,42,36,0,
3,187,125,41,64,44,0,
4,219,199,47,72,45,0,
5,241,232,13,26,0,0,
6,252,270,20,15,0,0,
7,267,276,15,20,0,0,
8,280,288,4,4,0,0,
9,294,292,3,4,0,0,
10,299,315,6,2,0,0,
11,305,331,5,2,0,0,
12,307,341,1,2,0,0,
13,312,346,1,1,0,0,
14,314,352,2,2,0,0,
15,318,357,3,1,0,0,
16,0,369,6,6,0,0,
17,0,373,5,8,0,0,
18,0,386,1,3,0,0,
19,0,393,11,1,0,0,
20,0,401,3,1,0,0,
21,0,406,4,9,0,0,
22,0,407,1,2,0,0,
23,0,0,0,1,0,0,
24,0,0,0,1,0,0,
25,0,0,0,1,0,0,
26,0,0,0,3,0,0,
27,0,0,0,1,0,0,
28,0,0,0,4,0,0,
29,0,0,0,4,0,0,
30,0,0,0,1,0,0,
31,0,0,0,1,0,0,
32,0,0,0,6,0,0,
