round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,39,26,17,20,22,21,
1,79,59,41,32,38,49,
2,137,100,44,51,41,58,
3,188,140,58,49,0,68,
4,247,186,64,55,0,73,
5,294,264,55,55,0,110,
6,328,292,49,29,0,123,
7,336,309,11,16,0,125,
8,349,322,14,17,0,129,
9,355,337,19,16,0,0,
10,366,348,5,18,0,0,
11,376,362,5,6,0,0,
12,383,372,3,6,0,0,
13,391,381,3,6,0,0,
14,394,384,3,8,0,0,
15,0,0,2,9,0,0,
16,0,0,3,4,0,0,
17,0,0,10,3,0,0,
18,0,0,1,7,0,0,
19,0,0,2,7,0,0,
20,0,0,2,2,0,0,
21,0,0,2,3,0,0,
22,0,0,1,1,0,0,
23,0,0,1,2,0,0,
24,0,0,5,3,0,0,
25,0,0,1,1,0,0,
26,0,0,0,2,0,0,
27,0,0,0,5,0,0,
28,0,0,0,2,0,0,
29,0,0,0,3,0,0,
30,0,0,0,2,0,0,
