round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,30,20,27,21,19,20,
1,90,90,24,30,45,65,
2,146,123,37,44,52,71,
3,190,167,69,93,55,82,
4,227,195,83,57,57,89,
5,265,229,71,50,72,100,
6,276,261,15,27,73,110,
7,302,273,23,25,79,0,
8,326,292,18,15,0,0,
9,350,304,8,19,0,0,
10,372,310,8,8,0,0,
11,383,320,3,6,0,0,
12,401,330,5,6,0,0,
13,406,351,3,6,0,0,
14,408,363,10,2,0,0,
15,411,370,4,3,0,0,
16,414,371,2,9,0,0,
17,415,374,2,4,0,0,
18,416,375,1,2,0,0,
19,417,0,4,4,0,0,
20,419,0,3,1,0,0,
21,0,0,5,2,0,0,
22,0,0,2,1,0,0,
23,0,0,1,1,0,0,
24,0,0,1,1,0,0,
25,0,0,6,2,0,0,
26,0,0,1,1,0,0,
27,0,0,1,4,0,0,
28,0,0,1,1,0,0,
29,0,0,2,1,0,0,
