round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,280,260,80,60,240,240,280,
2,340,300,20,40,300,300,0,
3,380,320,0,40,320,380,0,
4,400,0,0,0,0,420,0,
5,420,0,0,0,0,440,0,
6,440,0,0,0,0,0,0,
7,460,0,0,0,0,0,0,
