round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,280,280,80,80,240,240,280,
2,340,300,20,40,300,300,0,
3,380,380,0,40,320,380,0,
4,400,400,0,20,340,440,0,
5,420,0,0,0,0,460,0,
6,440,0,0,0,0,0,0,
7,460,0,0,0,0,0,0,
