round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,280,260,80,80,240,300,280,
2,340,320,20,40,280,360,0,
3,380,340,0,40,320,380,0,
4,400,0,0,0,0,0,0,
