T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
10000.00,0.05,280,300,200,200,200,300,
10000.00,0.10,280,280,200,200,200,300,
10000.00,0.15,280,300,200,200,200,300,
10000.00,0.20,280,280,200,200,200,300,
10000.00,0.25,280,280,200,200,200,300,
10000.00,0.30,280,280,200,200,200,300,
10000.00,0.35,280,280,200,200,200,300,
10000.00,0.40,280,300,200,200,200,300,
10000.00,0.45,280,280,200,200,200,300,
10000.00,0.50,280,280,200,200,200,300,
