T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
10000.00,0.05,3761,1941,2560,639,639,5772,
10000.00,0.10,3761,1226,2560,674,637,5793,
10000.00,0.15,3761,1941,2560,639,639,5793,
10000.00,0.20,3761,1226,2560,674,639,5772,
10000.00,0.25,3761,1226,2560,674,639,5793,
10000.00,0.30,3761,1226,2560,639,639,5793,
10000.00,0.35,3761,1226,2560,674,639,5775,
10000.00,0.40,3761,1938,2560,639,639,5772,
10000.00,0.45,3761,1223,2560,639,674,5793,
10000.00,0.50,3761,1226,2560,564,639,5793,
