round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,340,240,140,40,220,340,240,
2,400,0,80,20,280,380,0,
3,460,0,0,0,360,400,0,
4,500,0,0,0,400,0,0,
