round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,340,240,140,21,220,340,240,
2,400,303,80,0,300,400,0,
3,460,0,0,0,320,420,0,
4,500,0,0,0,340,0,0,
5,0,0,0,0,360,0,0,
