round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,340,231,140,20,220,320,240,
2,400,271,80,20,280,380,0,
3,460,311,0,0,360,400,0,
4,500,351,0,0,400,0,0,
