round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,340,228,140,28,240,340,240,
2,400,248,80,20,260,400,0,
3,460,0,0,0,320,420,0,
4,500,0,0,0,340,0,0,
