T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
50.00,0.10,360,320,200,200,200,360,200,
55.00,0.10,360,300,200,200,200,380,200,
60.00,0.10,360,300,200,200,200,366,200,
65.00,0.10,360,300,200,200,200,336,200,
70.00,0.10,360,300,200,200,200,361,200,
75.00,0.10,360,300,200,200,200,361,200,
80.00,0.10,360,300,200,200,200,380,200,
85.00,0.10,360,300,200,200,200,380,200,
90.00,0.10,360,280,200,200,200,349,200,
95.00,0.10,360,280,200,200,200,360,200,
100.00,0.10,360,300,200,200,200,361,200,
