round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,300,260,100,80,80,260,0,
2,320,300,20,20,20,280,0,
3,360,0,0,0,20,361,0,
