T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
10.00,0.10,35.2,32,146.6,54.4,31.6228,31.6228,
15.00,0.10,54.6,42.9,145,54.6,38.7298,46.4758,
20.00,0.10,54,45,86.8,67.5,44.7214,44.7214,
25.00,0.10,65,50,141.8,105,50,50,
30.00,0.10,76.6,55,234.1,99,71.2039,60.2495,
35.00,0.10,71.2,65.3,203.3,100.6,59.1608,59.1608,
40.00,0.10,70.2,69.9,196.7,101.5,63.2456,63.2456,
45.00,0.10,74.6,67,233.1,127.4,73.7902,67.082,
50.00,0.10,84.6,71,240.4,92.3,84.8528,70.7107,
