T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
10.00,0.10,5240,2055,6747,1524,12506,13513,
15.00,0.10,15866,5693,4472,1412,11664,8591,
20.00,0.10,10641,3150,2382,792,6552,12285,
25.00,0.10,11571,7612,2707,1458,7405,8909,
30.00,0.10,17228,14048,5644,1855,12301,14242,
35.00,0.10,7420,7614,4482,1876,11508,7531,
40.00,0.10,7927,6628,2907,2147,4718,9760,
45.00,0.10,6918,9238,3745,1200,17814,5208,
50.00,0.10,7712,13308,3788,759,9522,6898,
