round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,400,400,200,200,340,360,
2,580,580,200,200,480,520,
3,760,760,200,200,580,680,
4,940,940,200,200,680,820,
5,1100,1120,200,180,760,920,
6,1280,1240,200,160,820,1020,
7,1420,1340,160,160,900,1180,
8,1560,1480,120,140,0,1280,
9,1700,1580,100,125,0,1320,
10,1840,1660,80,100,0,1380,
11,1960,1760,60,40,0,1400,
12,2060,1800,40,20,0,1440,
13,2180,1860,40,10,0,1560,
14,2280,1900,40,0,0,1620,
15,2400,1920,0,0,0,1660,
16,2460,1960,0,0,0,1680,
17,2500,1980,0,0,0,1700,
18,2520,0,0,0,0,1720,
19,2580,0,0,0,0,1800,
20,2620,0,0,0,0,1840,
21,2660,0,0,0,0,1880,
22,2700,0,0,0,0,1980,
23,2720,0,0,0,0,2040,
24,2740,0,0,0,0,2080,
25,0,0,0,0,0,2160,
