round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,400,400,200,200,340,360,
2,580,580,200,180,500,560,
3,760,760,180,180,620,720,
4,960,940,180,180,740,860,
5,1100,1080,180,160,780,980,
6,1240,1200,160,160,820,1080,
7,1360,1320,140,160,840,1180,
8,1520,1460,120,160,920,1260,
9,1640,1560,120,140,1000,1340,
10,1780,1640,100,120,0,1400,
11,1880,1700,80,81,0,1500,
12,1960,1780,20,40,0,1600,
13,2040,1820,20,20,0,1660,
14,2100,1860,20,20,0,1720,
15,2200,1880,0,20,0,1760,
16,2280,1900,0,0,0,1800,
17,2360,1960,0,0,0,1880,
18,2480,1980,0,0,0,1940,
19,2540,2000,0,0,0,2040,
20,2600,0,0,0,0,2140,
21,2660,0,0,0,0,2220,
22,2700,0,0,0,0,2240,
23,2740,0,0,0,0,2260,
24,2800,0,0,0,0,2300,
25,2820,0,0,0,0,2380,
26,2840,0,0,0,0,2420,
27,2880,0,0,0,0,2440,
28,2920,0,0,0,0,2460,
29,0,0,0,0,0,2520,
30,0,0,0,0,0,2580,
31,0,0,0,0,0,2680,
32,0,0,0,0,0,2720,
33,0,0,0,0,0,2760,
34,0,0,0,0,0,2820,
35,0,0,0,0,0,2840,
