round,IC-TE,IC-JSG,II-TE,II-JSG,DISCRETE,
0,36,23,25,27,29,
1,62,42,56,17,56,
2,72,59,15,18,66,
3,74,67,7,0,67,
4,79,69,15,0,0,
5,84,83,13,0,0,
6,89,84,1,0,0,
7,96,111,1,0,0,
8,116,0,0,0,0,
9,117,0,0,0,0,
